"lemma","tipatranslemma","translemma","lemma_freq","gloss","form","stressed_syll","monosyll","case","number","short_cluster","full_cluster","noep","ep","first","second","first_transcribed","noep_prop","cluster_size","first_stressed","second_transcribed","last","transcribed","first_sonority","last_sonority","last_class","second_class","second_class_simple","first_class","interesting","prep","tokens","prop","cilower","ciupper","both_sim1","both_sim2","both_either","place_sim1","place_sim2","place_either","hybrid_sim1","hybrid_sim2","hybrid_either","sim1","sim2","either","X"
"день","d\'en\super j (dn\super j-)","djenj",240587,"day","дня'ми","1",FALSE,"inst","pl","дн","дн",22,6,"d","n","d",0.785714285714286,"2","TRUE","n","n","dn",1,4,"nasal","nasal","sonorant","voiced_stop",TRUE,"s",28,0.214285714285714,0.0829606123876385,0.409531026505828,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,56
"день","d\'en\super j (dn\super j-)","djenj",240587,"day","днём","1",TRUE,"inst","sg","дн","дн",478,38,"d","n","d",0.926356589147287,"2","TRUE","n","n","dn",1,4,"nasal","nasal","sonorant","voiced_stop",TRUE,"s",516,0.0736434108527132,0.052638556594562,0.09968238267346,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,57
"дно","dn\'o","dno",15405,"bottom","дна'","1",TRUE,"gen","sg","дн","дн",4,820,"d","n","d",0.00485436893203883,"2","TRUE","n","n","dn",1,4,"nasal","nasal","sonorant","voiced_stop",TRUE,"s",824,0.995145631067961,0.987617893475517,0.998675811736959,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,59
"дно","dn\'o","dno",15405,"bottom","дну'","1",TRUE,"dat","sg","дн","дн",27,514,"d","n","d",0.0499075785582255,"2","TRUE","n","n","dn",1,4,"nasal","nasal","sonorant","voiced_stop",TRUE,"k",541,0.950092421441775,0.928215070959537,0.96685650681182,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58
"здравие","zdr\'avii","zdravie",1226,"health","здра'вие","1",FALSE,"acc","sg","зд","здр",0,95,"z","d","z",0,"3","TRUE","d","r","zdr",3,5,"glide","voiced_stop","obstruent","strident",TRUE,"v",95,1,0.961913922429989,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,60
"здравие","zdr\'avii","zdravie",1226,"health","здра'вии","1",FALSE,"prep","sg","зд","здр",18,11,"z","d","z",0.620689655172414,"3","TRUE","d","r","zdr",3,5,"glide","voiced_stop","obstruent","strident",TRUE,"v",29,0.379310344827586,0.206868699486507,0.577395359335599,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61
"зло","zl\'o","zlo",17468,"evil","зле'","1",TRUE,"prep","sg","зл","зл",33,134,"z","l","z",0.197604790419162,"2","TRUE","l","l","zl",3,5,"glide","glide","sonorant","strident",TRUE,"v",167,0.802395209580838,0.733836530705645,0.859901838081873,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64
"зло","zl\'o","zlo",17468,"evil","зло'","1",TRUE,"acc","sg","зл","зл",30,255,"z","l","z",0.105263157894737,"2","TRUE","l","l","zl",3,5,"glide","glide","sonorant","strident",TRUE,"v",285,0.894736842105263,0.853148221151457,0.927844569459545,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,62
"зло","zl\'o","zlo",17468,"evil","злу'","1",TRUE,"dat","sg","зл","зл",69,83,"z","l","z",0.453947368421053,"2","TRUE","l","l","zl",3,5,"glide","glide","sonorant","strident",TRUE,"k",152,0.546052631578947,0.463384949928054,0.626889877646795,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,63
"крест","kr\'est","krest",13154,"cross","креста'","2",FALSE,"gen","sg","кр","кр",109,53,"k","r","k",0.672839506172839,"2","FALSE","r","r","kr",0,5,"glide","glide","sonorant","voiceless_stop",TRUE,"s",162,0.327160493827161,0.2556082039793,0.40517112944915,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,66
"крест","kr\'est","krest",13154,"cross","креста'ми","2",FALSE,"inst","pl","кр","кр",123,25,"k","r","k",0.831081081081081,"2","FALSE","r","r","kr",0,5,"glide","glide","sonorant","voiceless_stop",TRUE,"s",148,0.168918918918919,0.112399348202126,0.239177164046814,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,67
"крест","kr\'est","krest",13154,"cross","кресту'","2",FALSE,"dat","sg","кр","кр",128,99,"k","r","k",0.563876651982379,"2","FALSE","r","r","kr",0,5,"glide","glide","sonorant","voiceless_stop",TRUE,"k",227,0.436123348017621,0.370622797753928,0.503314219445148,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,65
"лев","l\'ev (l\super jv-)","lev",18011,"lion","льво'в","1",TRUE,"acc","pl","ль","льв",26,86,"lj","v","l",0.232142857142857,"3","TRUE","\textsuperscript{j}","v","l\textsuperscript{j}v",NA,5,"glide","glide","sonorant",NA,TRUE,"v",112,0.767857142857143,0.67864627492701,0.842407823327991,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,68
"лев","l\'ev (l\super jv-)","lev",18011,"lion","льву'","1",TRUE,"dat","sg","ль","льв",59,40,"lj","v","l",0.595959595959596,"3","TRUE","\textsuperscript{j}","v","l\textsuperscript{j}v",NA,5,"glide","glide","sonorant",NA,TRUE,"k",99,0.404040404040404,0.306572529491827,0.507407325633578,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69
"ложь","l\'o\:s (l\:z-)","lozh",6734,"","лжи'","1",TRUE,"dat","sg","лж","лж",11,72,"l","zh","l",0.132530120481928,"2","TRUE","\textrtailz ","zh","l\textrtailz ",5,3,"strident","strident","strident","glide",TRUE,"k",83,0.867469879518072,0.775228259935659,0.931942632462069,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,70
"мгла","mgl\'a","mgla",1918,"haze","мгле'","1",TRUE,"prep","sg","мг","мгл",4,202,"m","g","m",0.0194174757281553,"3","TRUE","g","l","mgl",4,5,"glide","voiced_stop","obstruent","nasal",TRUE,"v",206,0.980582524271845,0.951032414944028,0.994684664611152,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,71
"мгновение","mgnav\'enii","mgnovenie",11441,"moment","мгнове'ние","2",FALSE,"acc","sg","мг","мгн",317,85,"m","g","m",0.788557213930348,"3","FALSE","g","n","mgn",4,4,"nasal","voiced_stop","obstruent","nasal",TRUE,"v",402,0.211442786069652,0.172533850659103,0.254659816028439,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,72
"мнение","mn\'enii","mnenie",37342,"view","мне'нии","1",FALSE,"prep","sg","мн","мн",79,271,"m","n","m",0.225714285714286,"2","TRUE","n","n","mn",4,4,"nasal","nasal","sonorant","nasal",TRUE,"v",350,0.774285714285714,0.726833698074469,0.817028447829688,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,74
"мнение","mn\'enii","mnenie",37342,"view","мне'ниях","1",FALSE,"prep","pl","мн","мн",48,109,"m","n","m",0.305732484076433,"2","TRUE","n","n","mn",4,4,"nasal","nasal","sonorant","nasal",TRUE,"v",157,0.694267515923567,0.615824735533715,0.76520924374256,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,73
"множество","mn\'o\:zistv@","mnozhestvo",20947,"set","мно'жестве","1",FALSE,"prep","sg","мн","мн",50,784,"m","n","m",0.0599520383693046,"2","TRUE","n","n","mn",4,4,"nasal","nasal","sonorant","nasal",TRUE,"v",834,0.940047961630695,0.92172128696458,0.955178642873019,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,78
"множество","mn\'o\:zistv@","mnozhestvo",20947,"set","мно'жество","1",FALSE,"acc","sg","мн","мн",29,38,"m","n","m",0.432835820895522,"2","TRUE","n","n","mn",4,4,"nasal","nasal","sonorant","nasal",TRUE,"v",67,0.567164179104478,0.440409831366671,0.687787320306453,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,75
"множество","mn\'o\:zistv@","mnozhestvo",20947,"set","мно'жеством","1",FALSE,"inst","sg","мн","мн",273,653,"m","n","m",0.294816414686825,"2","TRUE","n","n","mn",4,4,"nasal","nasal","sonorant","nasal",TRUE,"s",926,0.705183585313175,0.674656055056556,0.734399549441424,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,77
"множество","mn\'o\:zistv@","mnozhestvo",20947,"set","мно'жеству","1",FALSE,"dat","sg","мн","мн",23,19,"m","n","m",0.547619047619048,"2","TRUE","n","n","mn",4,4,"nasal","nasal","sonorant","nasal",TRUE,"k",42,0.452380952380952,0.298458813196318,0.613268212762129,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,76
"мрак","mr\'ak","mrak",4304,"darkness","мра'к","1",TRUE,"acc","sg","мр","мр",68,190,"m","r","m",0.263565891472868,"2","TRUE","r","r","mr",4,5,"glide","glide","sonorant","nasal",TRUE,"v",258,0.736434108527132,0.678210917082583,0.789135579316616,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,79
"мрак","mr\'ak","mrak",4304,"darkness","мра'ке","1",FALSE,"prep","sg","мр","мр",24,766,"m","r","m",0.030379746835443,"2","TRUE","r","r","mr",4,5,"glide","glide","sonorant","nasal",TRUE,"v",790,0.969620253164557,0.955133126459616,0.980440152036863,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,80
"нрав","nr\'af","nrav",5674,"temper","нра'вах","1",FALSE,"prep","pl","нр","нр",84,14,"n","r","n",0.857142857142857,"2","TRUE","r","r","nr",4,5,"glide","glide","sonorant","nasal",TRUE,"v",98,0.142857142857143,0.080359512591802,0.228060496922308,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,81
"плоть","pl\'ot\super j","plotj",5142,"flesh","пло'ти","1",FALSE,"acc","pl","пл","пл",54,252,"p","l","p",0.176470588235294,"2","TRUE","l","l","pl",0,5,"glide","glide","sonorant","voiceless_stop",TRUE,"v",306,0.823529411764706,0.776104835561238,0.86456094561707,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,82
"плоть","pl\'ot\super j","plotj",5142,"flesh","пло'ти","1",FALSE,"prep","sg","пл","пл",54,252,"p","l","p",0.176470588235294,"2","TRUE","l","l","pl",0,5,"glide","glide","sonorant","voiceless_stop",TRUE,"v",306,0.823529411764706,0.776104835561238,0.86456094561707,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,83
"правление","pravl\'enii","pravlenie",8026,"board","правле'нию","2",FALSE,"dat","sg","пр","пр",42,7,"p","r","p",0.857142857142857,"2","FALSE","r","r","pr",0,5,"glide","glide","sonorant","voiceless_stop",TRUE,"k",49,0.142857142857143,0.059421505690313,0.272421512695597,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,84
"прах","pr\'ax","pr\'ax",3037,"dust","пра'хе","1",FALSE,"prep","sg","пр","пр",37,36,"p","r","p",0.506849315068493,"2","TRUE","r","r","pr",0,5,"glide","glide","sonorant","voiceless_stop",TRUE,"v",73,0.493150684931507,0.374047136161367,0.612827095485613,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,85
"рвение","rv\'enii","rvenie",899,"zeal","рве'нием","1",FALSE,"inst","sg","рв","рв",27,11,"r","v","r",0.710526315789474,"2","TRUE","v","v","rv",5,5,"glide","glide","sonorant","glide",TRUE,"s",38,0.289473684210526,0.15424628678791,0.459032066924292,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,86
"рот","r\'ot (rt-)","rot",24400,"mouth","рту'","1",TRUE,"dat","sg","рт","рт",0,509,"r","t","r",0,"2","TRUE","t","t","rt",5,0,"voiceless_stop","voiceless_stop","obstruent","glide",TRUE,"k",509,1,0.992778891029126,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,87
"ртуть","rt\'ut\super j","rtutj",1051,"mercury","рту'тью","1",FALSE,"inst","sg","рт","рт",18,14,"r","t","r",0.5625,"2","TRUE","t","t","rt",5,0,"voiceless_stop","voiceless_stop","obstruent","glide",TRUE,"s",32,0.4375,0.263638124410985,0.623374268409906,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,88
"свидетельство","svid\'etil\super jstv@","svideteljstvo",7193,"evidence","свиде'тельство","2",FALSE,"acc","sg","св","св",36,58,"s","v","s",0.382978723404255,"2","FALSE","v","v","sv",3,5,"glide","glide","sonorant","strident",TRUE,"v",94,0.617021276595745,0.511016161779773,0.715439623524464,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,89
"святой","svit\'oj","svjatoj",28467,"saint","свято'м","2",FALSE,"prep","sg","св","св",128,60,"s","v","s",0.680851063829787,"2","FALSE","v","v","sv",3,5,"glide","glide","sonorant","strident",TRUE,"v",188,0.319148936170213,0.253195101340901,0.390913751638416,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,94
"святой","svit\'oj","svjatoj",28467,"saint","свято'му","2",FALSE,"dat","sg","св","св",120,15,"s","v","s",0.888888888888889,"2","FALSE","v","v","sv",3,5,"glide","glide","sonorant","strident",TRUE,"k",135,0.111111111111111,0.0635377034744794,0.176632929577909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,92
"святой","svit\'oj","svjatoj",28467,"saint","святы'м","2",FALSE,"dat","pl","св","св",135,21,"s","v","s",0.865384615384615,"2","FALSE","v","v","sv",3,5,"glide","glide","sonorant","strident",TRUE,"k",156,0.134615384615385,0.0852995621947258,0.19838591354613,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,91
"святой","svit\'oj","svjatoj",28467,"saint","святы'х","2",FALSE,"acc","pl","св","св",111,87,"s","v","s",0.560606060606061,"2","FALSE","v","v","sv",3,5,"glide","glide","sonorant","strident",TRUE,"v",198,0.439393939393939,0.369113248194868,0.511516878931712,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,90
"святой","svit\'oj","svjatoj",28467,"saint","святы'х","2",FALSE,"prep","pl","св","св",111,87,"s","v","s",0.560606060606061,"2","FALSE","v","v","sv",3,5,"glide","glide","sonorant","strident",TRUE,"v",198,0.439393939393939,0.369113248194868,0.511516878931712,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,93
"священник","sviSS\'enik","svjashshennik",9736,"priest","свяще'нника","2",FALSE,"acc","sg","св","св",6,20,"s","v","s",0.230769230769231,"2","FALSE","v","v","sv",3,5,"glide","glide","sonorant","strident",TRUE,"v",26,0.769230769230769,0.563524903058613,0.910259889115425,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
"священник","svjashshennik",9736,"priest","свяще'нника","2",FALSE,"acc","sg","св","св",6,20,"s","v","s",0.230769230769231,"2","FALSE","v","v","sv",3,5,"glide","glide","sonorant","strident",TRUE,"v",26,0.769230769230769,0.563524903058613,0.910259889115425,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,95
"след","sl\'et","sled",20318,"trace","сле'д","1",TRUE,"acc","sg","сл","сл",192,32,"s","l","s",0.857142857142857,"2","TRUE","l","l","sl",3,5,"glide","glide","sonorant","strident",TRUE,"v",224,0.142857142857143,0.0998105476869794,0.195646988988604,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,96
"смирение","smir\'enii","smirenie",2551,"humility","смире'нии","2",FALSE,"prep","sg","см","см",77,12,"s","m","s",0.865168539325843,"2","FALSE","m","m","sm",3,4,"nasal","nasal","sonorant","strident",TRUE,"v",89,0.134831460674157,0.0716554582368179,0.223681775786876,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,97
"сон","s\'on (sn-)","son",29284,"sleep","сну'","1",TRUE,"dat","sg","сн","сн",11,483,"s","n","s",0.0222672064777328,"2","TRUE","n","n","sn",3,4,"nasal","nasal","sonorant","strident",TRUE,"k",494,0.977732793522267,0.960507686714581,0.988833108745579,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,98
"спасение","spas\'enii","spasenie",10022,"salvation","спасе'ние","2",FALSE,"acc","sg","сп","сп",35,215,"s","p","s",0.14,"2","FALSE","p","p","sp",3,0,"voiceless_stop","voiceless_stop","obstruent","strident",TRUE,"v",250,0.86,0.810708065643504,0.900508829325662,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,99
"спасение","spas\'enii","spasenie",10022,"salvation","спасе'нию","2",FALSE,"dat","sg","сп","сп",277,149,"s","p","s",0.650234741784038,"2","FALSE","p","p","sp",3,0,"voiceless_stop","voiceless_stop","obstruent","strident",TRUE,"k",426,0.349765258215962,0.304486542893177,0.397147392124946,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100
"тьма","t\super jm\'a","tjma",8016,"dark","тьме'","1",TRUE,"prep","sg","ть","тьм",42,1214,"tj","m","t",0.0334394904458599,"3","TRUE","\textsuperscript{j}","m","t\textsuperscript{j}m",NA,4,"nasal","nasal","sonorant",NA,TRUE,"v",1256,0.96656050955414,0.955066426889622,0.975795605239805,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,NA
"флот","fl\'ot","flot",9417,"fleet","фло'том","1",FALSE,"inst","sg","фл","фл",61,12,"f","l","f",0.835616438356164,"2","TRUE","l","l","fl",2,5,"glide","glide","sonorant","voiceless_fricative",TRUE,"s",73,0.164383561643836,0.0879299321335955,0.269543571975636,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,102
"флот","fl\'ot","flot",9417,"fleet","фло'ту","1",FALSE,"dat","sg","фл","фл",22,5,"f","l","f",0.814814814814815,"2","TRUE","l","l","fl",2,5,"glide","glide","sonorant","voiceless_fricative",TRUE,"k",27,0.185185185185185,0.0630000065376768,0.380829879093994,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,101
"храм","xr\'am","xram",15431,"temple","хра'м","1",TRUE,"acc","sg","хр","хр",878,125,"x","r","x",0.875373878364905,"2","TRUE","r","r","xr",2,5,"glide","glide","sonorant","voiceless_fricative",TRUE,"v",1003,0.124626121635095,0.104811955891277,0.146672560065909,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,103
"храм","xr\'am","xram",15431,"temple","хра'мах","1",FALSE,"prep","pl","хр","хр",196,28,"x","r","x",0.875,"2","TRUE","r","r","xr",2,5,"glide","glide","sonorant","voiceless_fricative",TRUE,"v",224,0.125,0.0846929165801785,0.175570942907215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,105
"храм","xr\'am","xram",15431,"temple","хра'ме","1",FALSE,"prep","sg","хр","хр",1284,103,"x","r","x",0.925739005046864,"2","TRUE","r","r","xr",2,5,"glide","glide","sonorant","voiceless_fricative",TRUE,"v",1387,0.0742609949531363,0.0610154946116285,0.0893420267856476,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"храм","xr\'am","xram",15431,"temple","хра'му","1",FALSE,"dat","sg","хр","хр",163,32,"x","r","x",0.835897435897436,"2","TRUE","r","r","xr",2,5,"glide","glide","sonorant","voiceless_fricative",TRUE,"k",195,0.164102564102564,0.115035736166036,0.223693194179652,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,104
"цвет","\t{ts}v\'et","tsvet",31175,"color","цве'те","1",FALSE,"prep","sg","цв","цв",194,61,"ts","v","\texttoptiebar{ts}",0.76078431372549,"2","TRUE","v","v","\texttoptiebar{ts}v",3,5,"glide","glide","sonorant","strident",TRUE,"v",255,0.23921568627451,0.188201015936035,0.296402360850312,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,106
