lemma,lemma_freq,gloss,form,stressed_syll,monosyll,case,number,short_cluster,full_cluster,noep,ep
звонок,9929,call,звонко'в,2,FALSE,gen,pl,зв,зв,0,0
звук,21983,sound,зву'ком,1,FALSE,inst,sg,зв,зв,9,94
звук,21983,sound,зву'ками,1,FALSE,inst,pl,зв,зв,13,45
звук,21983,sound,зву'ка,1,FALSE,gen,sg,зв,зв,0,1
звук,21983,sound,зву'ков,1,FALSE,gen,pl,зв,зв,0,3
звучание,1275,sounding,звуча'нием,2,FALSE,inst,sg,зв,зв,0,6
звучание,1275,sounding,звуча'ниями,2,FALSE,inst,pl,зв,зв,0,0
звучание,1275,sounding,звуча'ния,2,FALSE,gen,sg,зв,зв,0,0
звучание,1275,sounding,звуча'ний,2,FALSE,gen,pl,зв,зв,0,0
здание,19656,building,зда'нием,1,FALSE,inst,sg,зд,зд,3,47
здание,19656,building,зда'ниями,1,FALSE,inst,pl,зд,зд,1,11
здание,19656,building,зда'ния,1,FALSE,gen,sg,зд,зд,0,6
здание,19656,building,зда'ний,1,FALSE,gen,pl,зд,зд,0,1
здоровье,17905,Health,здоро'вьем,2,FALSE,inst,sg,зд,зд,7,223
здоровье,17905,Health,здоро'вьями,2,FALSE,inst,pl,зд,зд,0,0
здоровье,17905,Health,здоро'вья,2,FALSE,gen,sg,зд,зд,0,0
здоровье,17905,Health,здоро'вий,2,FALSE,gen,pl,зд,зд,0,0
здравие,1226,health,здра'вием,1,FALSE,inst,sg,зд,здр,0,0
здравие,1226,health,здра'виями,1,FALSE,inst,pl,зд,здр,0,0
здравие,1226,health,здра'вия,1,FALSE,gen,sg,зд,здр,0,1
здравие,1226,health,здра'вий,1,FALSE,gen,pl,зд,здр,0,0
здравоохранение,2091,health,здравоохране'нием,5,FALSE,inst,sg,зд,здр,0,5
здравоохранение,2091,health,здравоохране'ниями,5,FALSE,inst,pl,зд,здр,0,0
здравоохранение,2091,health,здравоохране'ния,5,FALSE,gen,sg,зд,здр,0,0
здравоохранение,2091,health,здравоохране'ний,5,FALSE,gen,pl,зд,здр,0,0
злато,503,gold,зла'том,1,FALSE,inst,sg,зл,зл,2,2
злато,503,gold,зла'тами,1,FALSE,inst,pl,зл,зл,0,0
злато,503,gold,зла'та,1,FALSE,gen,sg,зл,зл,0,0
злато,503,gold,зла'т,1,TRUE,gen,pl,зл,зл,0,0
зло,17468,evil,зло'м,1,TRUE,inst,sg,зл,зл,3,301
зло,17468,evil,зла'ми,1,FALSE,inst,pl,зл,зл,0,0
зло,17468,evil,зла',1,TRUE,gen,sg,зл,зл,0,187
зло,17468,evil,зо'л,1,FALSE,gen,pl,з,з,0,0
злодей,3841,villain,злоде'ем,2,FALSE,inst,sg,зл,зл,11,8
злодей,3841,villain,злоде'ями,2,FALSE,inst,pl,зл,зл,18,11
злодей,3841,villain,злоде'я,2,FALSE,gen,sg,зл,зл,0,0
злодей,3841,villain,злоде'ев,2,FALSE,gen,pl,зл,зл,0,0
злость,3016,anger,зло'стью,1,FALSE,inst,sg,зл,зл,10,351
злость,3016,anger,зло'стями,1,FALSE,inst,pl,зл,зл,0,0
злость,3016,anger,зло'сти,1,FALSE,gen,sg,зл,зл,1,183
злость,3016,anger,зло'стей,1,FALSE,gen,pl,зл,зл,0,0
злоумышленник,476,malefactor,злоумы'шленником,3,FALSE,inst,sg,зл,зл,0,2
злоумышленник,476,malefactor,злоумы'шленниками,3,FALSE,inst,pl,зл,зл,0,2
злоумышленник,476,malefactor,злоумы'шленника,3,FALSE,gen,sg,зл,зл,0,0
злоумышленник,476,malefactor,злоумы'шленников,3,FALSE,gen,pl,зл,зл,0,0
злоупотребление,1996,abuse,злоупотребле'нием,5,FALSE,inst,sg,зл,зл,2,13
злоупотребление,1996,abuse,злоупотребле'ниями,5,FALSE,inst,pl,зл,зл,4,25
злоупотребление,1996,abuse,злоупотребле'ния,5,FALSE,gen,sg,зл,зл,1,1
злоупотребление,1996,abuse,злоупотребле'ний,5,FALSE,gen,pl,зл,зл,0,0
змей,6210,snake,зме'ем,1,FALSE,inst,sg,зм,зм,3,49
змей,6210,snake,зме'ями,1,FALSE,inst,pl,зм,зм,3,32
змей,6210,snake,зме'я,1,FALSE,gen,sg,зм,зм,0,3
змей,6210,snake,зме'ев,1,FALSE,gen,pl,зм,зм,0,0
знак,21133,sign,зна'ком,1,FALSE,inst,sg,зн,зн,11,223
знак,21133,sign,зна'ками,1,FALSE,inst,pl,зн,зн,9,53
знак,21133,sign,зна'ка,1,FALSE,gen,sg,зн,зн,0,0
знак,21133,sign,зна'ков,1,FALSE,gen,pl,зн,зн,0,0
знакомство,8930,familiarity,знако'мством,2,FALSE,inst,sg,зн,зн,2,9
знакомство,8930,familiarity,знако'мствами,2,FALSE,inst,pl,зн,зн,0,3
знакомство,8930,familiarity,знако'мства,2,FALSE,gen,sg,зн,зн,0,13
знакомство,8930,familiarity,знако'мств,2,FALSE,gen,pl,зн,зн,0,0
знакомый,40008,familiar,знако'мым,2,FALSE,inst,sg,зн,зн,39,110
знакомый,40008,familiar,знако'мыми,2,FALSE,inst,pl,зн,зн,70,177
знакомый,40008,familiar,знако'мого,2,FALSE,gen,sg,зн,зн,0,4
знакомый,40008,familiar,знако'мых,2,FALSE,gen,pl,зн,зн,1,2
знаменитость,1690,celebrity,знамени'тостью,3,FALSE,inst,sg,зн,зн,1,13
знаменитость,1690,celebrity,знамени'тостями,3,FALSE,inst,pl,зн,зн,0,26
знаменитость,1690,celebrity,знамени'тости,3,FALSE,gen,sg,зн,зн,0,0
знаменитость,1690,celebrity,знамени'тостей,3,FALSE,gen,pl,зн,зн,0,1
знаменитость,1690,celebrity,знамени'тостью,3,FALSE,inst,sg,зн,зн,1,13
знаменитость,1690,celebrity,знамени'тостями,3,FALSE,inst,pl,зн,зн,0,26
знаменитость,1690,celebrity,знамени'тости,3,FALSE,gen,sg,зн,зн,0,0
знаменитость,1690,celebrity,знамени'тостей,3,FALSE,gen,pl,зн,зн,0,1
знамя,6608,banner,зна'менем,1,FALSE,inst,sg,зн,зн,8,85
знамя,6608,banner,знамёнами,2,FALSE,inst,pl,зн,зн,16,59
знамя,6608,banner,зна'мени,1,FALSE,gen,sg,зн,зн,0,5
знамя,6608,banner,знамён,2,FALSE,gen,pl,зн,зн,0,1
знание,24613,knowledge,зна'нием,1,FALSE,inst,sg,зн,зн,40,315
знание,24613,knowledge,зна'ниями,1,FALSE,inst,pl,зн,зн,5,25
знание,24613,knowledge,зна'ния,1,FALSE,gen,sg,зн,зн,2,2
знание,24613,knowledge,зна'ний,1,FALSE,gen,pl,зн,зн,1,1
знаток,2784,connoisseur,знатоко'м,3,FALSE,inst,sg,зн,зн,5,3
знаток,2784,connoisseur,знатока'ми,3,FALSE,inst,pl,зн,зн,0,6
знаток,2784,connoisseur,знатока',3,FALSE,gen,sg,зн,зн,0,0
знаток,2784,connoisseur,знатоко'в,3,FALSE,gen,pl,зн,зн,0,0
знать,304120,know,зна'тью,1,FALSE,inst,sg,зн,зн,2,13
знать,304120,know,зна'тями,1,FALSE,inst,pl,зн,зн,0,0
знать,304120,know,зна'ти,1,FALSE,gen,sg,зн,зн,0,0
знать,304120,know,зна'тей,1,FALSE,gen,pl,зн,зн,0,0
значение,40543,value,значе'нием,2,FALSE,inst,sg,зн,зн,16,292
значение,40543,value,значе'ниями,2,FALSE,inst,pl,зн,зн,0,39
значение,40543,value,значе'ния,2,FALSE,gen,sg,зн,зн,1,2
значение,40543,value,значе'ний,2,FALSE,gen,pl,зн,зн,0,1
значимость,2081,significance,зна'чимостью,1,FALSE,inst,sg,зн,зн,0,2
значимость,2081,significance,зна'чимостями,1,FALSE,inst,pl,зн,зн,0,0
значимость,2081,significance,зна'чимости,1,FALSE,gen,sg,зн,зн,0,0
значимость,2081,significance,зна'чимостей,1,FALSE,gen,pl,зн,зн,0,0
значок,1569,icon,значко'м,2,FALSE,inst,sg,зн,зн,4,51
значок,1569,icon,значка'ми,2,FALSE,inst,pl,зн,зн,6,41
значок,1569,icon,значка',2,FALSE,gen,sg,зн,зн,0,1
значок,1569,icon,значко'в,2,FALSE,gen,pl,зн,зн,0,2
зной,1487,heat,зно'ем,1,FALSE,inst,sg,зн,зн,0,1
зной,1487,heat,зно'ями,1,FALSE,inst,pl,зн,зн,0,0
зной,1487,heat,зно'я,1,FALSE,gen,sg,зн,зн,0,0
зной,1487,heat,зно'ев,1,FALSE,gen,pl,зн,зн,0,0
зрачок,2008,pupil,зрачко'м,2,FALSE,inst,sg,зр,зр,1,1
зрачок,2008,pupil,зрачка'ми,2,FALSE,inst,pl,зр,зр,2,8
зрачок,2008,pupil,зрачка',2,FALSE,gen,sg,зр,зр,0,0
зрачок,2008,pupil,зрачко'в,2,FALSE,gen,pl,зр,зр,0,0
зрелище,4702,spectacle,зре'лищем,1,FALSE,inst,sg,зр,зр,1,5
зрелище,4702,spectacle,зре'лищами,1,FALSE,inst,pl,зр,зр,2,0
зрелище,4702,spectacle,зре'лища,1,FALSE,gen,sg,зр,зр,0,2
зрелище,4702,spectacle,зре'лищ,1,FALSE,gen,pl,зр,зр,0,0
зрелость,1267,maturity,зре'лостью,1,FALSE,inst,sg,зр,зр,0,3
зрелость,1267,maturity,зре'лостями,1,FALSE,inst,pl,зр,зр,0,0
зрелость,1267,maturity,зре'лости,1,FALSE,gen,sg,зр,зр,0,0
зрелость,1267,maturity,зре'лостей,1,FALSE,gen,pl,зр,зр,0,0
зрение,22362,vision,зре'нием,1,FALSE,inst,sg,зр,зр,0,54
зрение,22362,vision,зре'ниями,1,FALSE,inst,pl,зр,зр,0,0
зрение,22362,vision,зре'ния,1,FALSE,gen,sg,зр,зр,1,2
зрение,22362,vision,зре'ний,1,FALSE,gen,pl,зр,зр,0,0
зритель,12292,spectator,зри'телем,1,FALSE,inst,sg,зр,зр,1,89
зритель,12292,spectator,зри'телями,1,FALSE,inst,pl,зр,зр,1,120
зритель,12292,spectator,зри'теля,1,FALSE,gen,sg,зр,зр,0,1
зритель,12292,spectator,зри'телей,1,FALSE,gen,pl,зр,зр,1,2
квадрат,2593,square,квадра'том,2,FALSE,inst,sg,кв,кв,13,0
квадрат,2593,square,квадра'тами,2,FALSE,inst,pl,кв,кв,10,0
квадрат,2593,square,квадра'та,2,FALSE,gen,sg,кв,кв,3,0
квадрат,2593,square,квадра'тов,2,FALSE,gen,pl,кв,кв,0,0
квартал,4503,quarter,кварта'лом,2,FALSE,inst,sg,кв,кв,2,0
квартал,4503,quarter,кварта'лами,2,FALSE,inst,pl,кв,кв,3,0
квартал,4503,quarter,кварта'ла,2,FALSE,gen,sg,кв,кв,0,0
квартал,4503,quarter,кварта'лов,2,FALSE,gen,pl,кв,кв,0,0
клад,1928,treasure,кла'дом,1,FALSE,inst,sg,кл,кл,22,0
клад,1928,treasure,кла'дами,1,FALSE,inst,pl,кл,кл,1,0
клад,1928,treasure,кла'да,1,FALSE,gen,sg,кл,кл,0,0
клад,1928,treasure,кла'дов,1,FALSE,gen,pl,кл,кл,0,0
кладбище,6778,cemetery,кла'дбищем,1,FALSE,inst,sg,кл,кл,26,0
кладбище,6778,cemetery,кла'дбищами,1,FALSE,inst,pl,кл,кл,4,0
кладбище,6778,cemetery,кла'дбища,1,FALSE,gen,sg,кл,кл,201,0
кладбище,6778,cemetery,кла'дбищ,1,FALSE,gen,pl,кл,кл,0,0
клан,818,clan,кла'ном,1,FALSE,inst,sg,кл,кл,2,0
клан,818,clan,кла'нами,1,FALSE,inst,pl,кл,кл,3,0
клан,818,clan,кла'на,1,FALSE,gen,sg,кл,кл,0,0
клан,818,clan,кла'нов,1,FALSE,gen,pl,кл,кл,0,0
класс,31245,Class,кла'ссом,1,FALSE,inst,sg,кл,кл,63,0
класс,31245,Class,кла'ссами,1,FALSE,inst,pl,кл,кл,7,0
класс,31245,Class,кла'сса,1,FALSE,gen,sg,кл,кл,4,0
класс,31245,Class,кла'ссов,1,FALSE,gen,pl,кл,кл,2,0
классик,3731,classic,кла'ссиком,1,FALSE,inst,sg,кл,кл,18,0
классик,3731,classic,кла'ссиками,1,FALSE,inst,pl,кл,кл,19,0
классик,3731,classic,кла'ссика,1,FALSE,gen,sg,кл,кл,0,0
классик,3731,classic,кла'ссиков,1,FALSE,gen,pl,кл,кл,6,0
клещ,1247,tick,клещо'м,2,FALSE,inst,sg,кл,кл,3,0
клещ,1247,tick,клеща'ми,2,FALSE,inst,pl,кл,кл,15,0
клещ,1247,tick,клеща',2,FALSE,gen,sg,кл,кл,1,0
клещ,1247,tick,клеще'й,2,FALSE,gen,pl,кл,кл,0,0
клиент,8777,client,клие'нтом,2,FALSE,inst,sg,кл,кл,135,0
клиент,8777,client,клие'нтами,2,FALSE,inst,pl,кл,кл,253,0
клиент,8777,client,клие'нта,2,FALSE,gen,sg,кл,кл,27,0
клиент,8777,client,клие'нтов,2,FALSE,gen,pl,кл,кл,15,0
климат,4040,climate,кли'матом,1,FALSE,inst,sg,кл,кл,27,1
климат,4040,climate,кли'матами,1,FALSE,inst,pl,кл,кл,0,0
климат,4040,climate,кли'мата,1,FALSE,gen,sg,кл,кл,1,0
климат,4040,climate,кли'матов,1,FALSE,gen,pl,кл,кл,0,0
клин,1615,wedge,кли'ном,1,FALSE,inst,sg,кл,кл,5,0
клин,1615,wedge,кли'ньями,1,FALSE,inst,pl,кл,кл,2,0
клин,1615,wedge,кли'на,1,FALSE,gen,sg,кл,кл,0,0
клин,1615,wedge,кли'ньев,1,FALSE,gen,pl,кл,кл,0,0
клинок,1047,blade,клинко'м,2,FALSE,inst,sg,кл,кл,4,0
клинок,1047,blade,клинка'ми,2,FALSE,inst,pl,кл,кл,4,0
клинок,1047,blade,клинка',2,FALSE,gen,sg,кл,кл,0,0
клинок,1047,blade,клинко'в,2,FALSE,gen,pl,кл,кл,2,0
клок,2125,lock,клоко'м,2,FALSE,inst,sg,кл,кл,21,0
клок,2125,lock,кло'чьями,1,FALSE,inst,pl,кл,кл,15,0
клок,2125,lock,клока',2,FALSE,gen,sg,кл,кл,0,0
клок,2125,lock,кло'чьев,1,FALSE,gen,pl,кл,кл,1,0
клоп,1281,bedbug,клопо'м,2,FALSE,inst,sg,кл,кл,2,0
клоп,1281,bedbug,клопа'ми,2,FALSE,inst,pl,кл,кл,31,0
клоп,1281,bedbug,клопа',2,FALSE,gen,sg,кл,кл,2,0
клоп,1281,bedbug,клопо'в,2,FALSE,gen,pl,кл,кл,0,0
клоун,1646,clown,кло'уном,1,FALSE,inst,sg,кл,кл,8,0
клоун,1646,clown,кло'унами,1,FALSE,inst,pl,кл,кл,8,0
клоун,1646,clown,кло'уна,1,FALSE,gen,sg,кл,кл,1,0
клоун,1646,clown,кло'унов,1,FALSE,gen,pl,кл,кл,1,0
клочок,2333,scrap,клочко'м,2,FALSE,inst,sg,кл,кл,26,0
клочок,2333,scrap,клочка'ми,2,FALSE,inst,pl,кл,кл,14,0
клочок,2333,scrap,клочка',2,FALSE,gen,sg,кл,кл,3,0
клочок,2333,scrap,клочко'в,2,FALSE,gen,pl,кл,кл,4,0
клуб,14845,Club,клу'бом,1,FALSE,inst,sg,кл,кл,63,0
клуб,14845,Club,клу'бами,1,FALSE,inst,pl,кл,кл,29,0
клуб,14845,Club,клу'ба,1,FALSE,gen,sg,кл,кл,2,0
клуб,14845,Club,клу'бов,1,FALSE,gen,pl,кл,кл,0,0
клуб,14845,Club,клу'бом,1,FALSE,inst,sg,кл,кл,63,0
клуб,14845,Club,клуба'ми,2,FALSE,inst,pl,кл,кл,29,0
клуб,14845,Club,клу'ба,1,FALSE,gen,sg,кл,кл,2,0
клуб,14845,Club,клубо'в,2,FALSE,gen,pl,кл,кл,0,0
клубок,1165,ball,клубко'м,2,FALSE,inst,sg,кл,кл,16,0
клубок,1165,ball,клубка'ми,2,FALSE,inst,pl,кл,кл,2,0
клубок,1165,ball,клубка',2,FALSE,gen,sg,кл,кл,0,0
клубок,1165,ball,клубко'в,2,FALSE,gen,pl,кл,кл,0,0
клык,834,canine,клыко'м,2,FALSE,inst,sg,кл,кл,3,0
клык,834,canine,клыка'ми,2,FALSE,inst,pl,кл,кл,15,0
клык,834,canine,клыка',2,FALSE,gen,sg,кл,кл,0,0
клык,834,canine,клыко'в,2,FALSE,gen,pl,кл,кл,5,0
клюв,1187,beak,клю'вом,1,FALSE,inst,sg,кл,кл,10,0
клюв,1187,beak,клю'вами,1,FALSE,inst,pl,кл,кл,3,0
клюв,1187,beak,клю'ва,1,FALSE,gen,sg,кл,кл,3,0
клюв,1187,beak,клю'вов,1,FALSE,gen,pl,кл,кл,0,0
ключ,12566,key,ключо'м,2,FALSE,inst,sg,кл,кл,117,0
ключ,12566,key,ключа'ми,2,FALSE,inst,pl,кл,кл,125,0
ключ,12566,key,ключа',2,FALSE,gen,sg,кл,кл,7,0
ключ,12566,key,ключе'й,2,FALSE,gen,pl,кл,кл,5,0
ключик,778,Key,клю'чиком,1,FALSE,inst,sg,кл,кл,24,0
ключик,778,Key,клю'чиками,1,FALSE,inst,pl,кл,кл,1,0
ключик,778,Key,клю'чика,1,FALSE,gen,sg,кл,кл,0,0
ключик,778,Key,клю'чиков,1,FALSE,gen,pl,кл,кл,0,0
кнут,2516,whip,кнуто'м,2,FALSE,inst,sg,кн,кн,102,0
кнут,2516,whip,кнута'ми,2,FALSE,inst,pl,кн,кн,12,0
кнут,2516,whip,кнута',2,FALSE,gen,sg,кн,кн,2,0
кнут,2516,whip,кнуто'в,2,FALSE,gen,pl,кн,кн,0,0
князь,50997,prince,кня'зем,1,FALSE,inst,sg,кн,кн,787,4
князь,50997,prince,князья'ми,2,FALSE,inst,pl,кн,кн,96,0
князь,50997,prince,кня'зя,1,FALSE,gen,sg,кн,кн,18,0
князь,50997,prince,князе'й,2,FALSE,gen,pl,кн,кн,3,0
краб,1069,crab,кра'бом,1,FALSE,inst,sg,кр,кр,24,0
краб,1069,crab,кра'бами,1,FALSE,inst,pl,кр,кр,18,0
краб,1069,crab,кра'ба,1,FALSE,gen,sg,кр,кр,0,0
краб,1069,crab,кра'бов,1,FALSE,gen,pl,кр,кр,0,0
краешек,872,edge,кра'ешком,1,FALSE,inst,sg,кр,кр,0,0
краешек,872,edge,кра'ешками,1,FALSE,inst,pl,кр,кр,0,0
краешек,872,edge,кра'ешка,1,FALSE,gen,sg,кр,кр,9,0
краешек,872,edge,кра'ешков,1,FALSE,gen,pl,кр,кр,0,0
крайность,3331,extreme,кра'йностью,1,FALSE,inst,sg,кр,кр,2,0
крайность,3331,extreme,кра'йностями,1,FALSE,inst,pl,кр,кр,10,0
крайность,3331,extreme,кра'йности,1,FALSE,gen,sg,кр,кр,0,0
крайность,3331,extreme,кра'йностей,1,FALSE,gen,pl,кр,кр,0,0
кран,3487,crane,кра'ном,1,FALSE,inst,sg,кр,кр,30,0
кран,3487,crane,кра'нами,1,FALSE,inst,pl,кр,кр,13,0
кран,3487,crane,кра'на,1,FALSE,gen,sg,кр,кр,10,0
кран,3487,crane,кра'нов,1,FALSE,gen,pl,кр,кр,1,0
красавец,2660,handsome,краса'вцем,2,FALSE,inst,sg,кр,кр,13,0
красавец,2660,handsome,краса'вцами,2,FALSE,inst,pl,кр,кр,0,0
красавец,2660,handsome,краса'вца,2,FALSE,gen,sg,кр,кр,1,0
красавец,2660,handsome,краса'вцев,2,FALSE,gen,pl,кр,кр,0,0
красноармеец,2522,Red Army man,красноарме'йцем,4,FALSE,inst,sg,кр,кр,14,0
красноармеец,2522,Red Army man,красноарме'йцами,4,FALSE,inst,pl,кр,кр,39,0
красноармеец,2522,Red Army man,красноарме'йца,4,FALSE,gen,sg,кр,кр,2,0
красноармеец,2522,Red Army man,красноарме'йцев,4,FALSE,gen,pl,кр,кр,0,0
красный,52047,red,кра'сным,1,FALSE,inst,sg,кр,кр,1065,0
красный,52047,red,кра'сными,1,FALSE,inst,pl,кр,кр,1146,0
красный,52047,red,кра'сного,1,FALSE,gen,sg,кр,кр,51,0
красный,52047,red,кра'сных,1,FALSE,gen,pl,кр,кр,9,0
крах,1391,collapse,кра'хом,1,FALSE,inst,sg,кр,кр,11,0
крах,1391,collapse,кра'хами,1,FALSE,inst,pl,кр,кр,0,0
крах,1391,collapse,кра'ха,1,FALSE,gen,sg,кр,кр,1,0
крах,1391,collapse,кра'хов,1,FALSE,gen,pl,кр,кр,0,0
кредит,6818,loan,кре'дитом,1,FALSE,inst,sg,кр,кр,40,0
кредит,6818,loan,кре'дитами,1,FALSE,inst,pl,кр,кр,16,0
кредит,6818,loan,кре'дита,1,FALSE,gen,sg,кр,кр,4,0
кредит,6818,loan,кре'дитов,1,FALSE,gen,pl,кр,кр,0,0
кредит,6818,loan,креди'том,2,FALSE,inst,sg,кр,кр,40,0
кредит,6818,loan,креди'тами,2,FALSE,inst,pl,кр,кр,16,0
кредит,6818,loan,креди'та,2,FALSE,gen,sg,кр,кр,4,0
кредит,6818,loan,креди'тов,2,FALSE,gen,pl,кр,кр,0,0
кремль,8465,Kremlin,кремлём,2,FALSE,inst,sg,кр,кр,144,0
кремль,8465,Kremlin,кремля'ми,2,FALSE,inst,pl,кр,кр,0,0
кремль,8465,Kremlin,кремля',2,FALSE,gen,sg,кр,кр,7,0
кремль,8465,Kremlin,кремле'й,2,FALSE,gen,pl,кр,кр,0,0
крепость,10663,fortress,кре'постью,1,FALSE,inst,sg,кр,кр,36,0
крепость,10663,fortress,кре'постями,1,FALSE,inst,pl,кр,кр,8,0
крепость,10663,fortress,кре'пости,1,FALSE,gen,sg,кр,кр,69,0
крепость,10663,fortress,кре'постей,1,FALSE,gen,pl,кр,кр,7,0
крепость,10663,fortress,кре'постью,1,FALSE,inst,sg,кр,кр,36,0
крепость,10663,fortress,крепостя'ми,3,FALSE,inst,pl,кр,кр,8,0
крепость,10663,fortress,кре'пости,1,FALSE,gen,sg,кр,кр,69,0
крепость,10663,fortress,крепосте'й,3,FALSE,gen,pl,кр,кр,7,0
кресло,15952,chair,кре'слом,1,FALSE,inst,sg,кр,кр,82,0
кресло,15952,chair,кре'слами,1,FALSE,inst,pl,кр,кр,26,0
кресло,15952,chair,кре'сла,1,FALSE,gen,sg,кр,кр,563,0
кресло,15952,chair,кре'сел,1,FALSE,gen,pl,кр,кр,119,0
крест,13154,cross,кресто'м,2,FALSE,inst,sg,кр,кр,386,26
крест,13154,cross,креста'ми,2,FALSE,inst,pl,кр,кр,123,25
крест,13154,cross,креста',2,FALSE,gen,sg,кр,кр,109,53
крест,13154,cross,кресто'в,2,FALSE,gen,pl,кр,кр,8,0
крестик,1116,X,кре'стиком,1,FALSE,inst,sg,кр,кр,25,0
крестик,1116,X,кре'стиками,1,FALSE,inst,pl,кр,кр,10,0
крестик,1116,X,кре'стика,1,FALSE,gen,sg,кр,кр,0,0
крестик,1116,X,кре'стиков,1,FALSE,gen,pl,кр,кр,0,0
крестьянин,18633,peasant,крестья'нином,2,FALSE,inst,sg,кр,кр,40,1
крестьянин,18633,peasant,крестья'нами,2,FALSE,inst,pl,кр,кр,265,2
крестьянин,18633,peasant,крестья'нина,2,FALSE,gen,sg,кр,кр,6,0
крестьянин,18633,peasant,крестья'н,2,FALSE,gen,pl,кр,кр,90,5
крестьянство,2315,peasantry,крестья'нством,2,FALSE,inst,sg,кр,кр,88,0
крестьянство,2315,peasantry,крестья'нствами,2,FALSE,inst,pl,кр,кр,0,0
крестьянство,2315,peasantry,крестья'нства,2,FALSE,gen,sg,кр,кр,4,0
крестьянство,2315,peasantry,крестья'нств,2,FALSE,gen,pl,кр,кр,0,0
кретин,436,cretin,крети'ном,2,FALSE,inst,sg,кр,кр,1,0
кретин,436,cretin,крети'нами,2,FALSE,inst,pl,кр,кр,2,0
кретин,436,cretin,крети'на,2,FALSE,gen,sg,кр,кр,0,0
кретин,436,cretin,крети'нов,2,FALSE,gen,pl,кр,кр,0,0
кризис,6913,crisis,кри'зисом,1,FALSE,inst,sg,кр,кр,49,0
кризис,6913,crisis,кри'зисами,1,FALSE,inst,pl,кр,кр,4,0
кризис,6913,crisis,кри'зиса,1,FALSE,gen,sg,кр,кр,0,0
кризис,6913,crisis,кри'зисов,1,FALSE,gen,pl,кр,кр,0,0
кристалл,3197,crystal,криста'ллом,2,FALSE,inst,sg,кр,кр,13,0
кристалл,3197,crystal,криста'ллами,2,FALSE,inst,pl,кр,кр,17,0
кристалл,3197,crystal,криста'лла,2,FALSE,gen,sg,кр,кр,1,0
кристалл,3197,crystal,криста'ллов,2,FALSE,gen,pl,кр,кр,2,0
критерий,5056,criterion,крите'рием,2,FALSE,inst,sg,кр,кр,14,0
критерий,5056,criterion,крите'риями,2,FALSE,inst,pl,кр,кр,25,0
критерий,5056,criterion,крите'рия,2,FALSE,gen,sg,кр,кр,0,0
критерий,5056,criterion,крите'риев,2,FALSE,gen,pl,кр,кр,0,0
критик,12201,critic,кри'тиком,1,FALSE,inst,sg,кр,кр,11,0
критик,12201,critic,кри'тиками,1,FALSE,inst,pl,кр,кр,19,0
критик,12201,critic,кри'тика,1,FALSE,gen,sg,кр,кр,0,0
критик,12201,critic,кри'тиков,1,FALSE,gen,pl,кр,кр,0,0
кровать,14199,bed,крова'тью,2,FALSE,inst,sg,кр,кр,105,0
кровать,14199,bed,крова'тями,2,FALSE,inst,pl,кр,кр,14,0
кровать,14199,bed,крова'ти,2,FALSE,gen,sg,кр,кр,794,1
кровать,14199,bed,крова'тей,2,FALSE,gen,pl,кр,кр,18,0
кровообращение,553,circulation,кровообраще'нием,5,FALSE,inst,sg,кр,кр,5,0
кровообращение,553,circulation,кровообраще'ниями,5,FALSE,inst,pl,кр,кр,0,0
кровообращение,553,circulation,кровообраще'ния,5,FALSE,gen,sg,кр,кр,1,0
кровообращение,553,circulation,кровообраще'ний,5,FALSE,gen,pl,кр,кр,0,0
кровотечение,464,bleeding,кровотече'нием,4,FALSE,inst,sg,кр,кр,6,0
кровотечение,464,bleeding,кровотече'ниями,4,FALSE,inst,pl,кр,кр,4,0
кровотечение,464,bleeding,кровотече'ния,4,FALSE,gen,sg,кр,кр,0,0
кровотечение,464,bleeding,кровотече'ний,4,FALSE,gen,pl,кр,кр,0,0
крокодил,1667,crocodile,крокоди'лом,3,FALSE,inst,sg,кр,кр,22,0
крокодил,1667,crocodile,крокоди'лами,3,FALSE,inst,pl,кр,кр,11,0
крокодил,1667,crocodile,крокоди'ла,3,FALSE,gen,sg,кр,кр,3,0
крокодил,1667,crocodile,крокоди'лов,3,FALSE,gen,pl,кр,кр,0,0
кролик,1775,rabbit,кро'ликом,1,FALSE,inst,sg,кр,кр,29,0
кролик,1775,rabbit,кро'ликами,1,FALSE,inst,pl,кр,кр,18,0
кролик,1775,rabbit,кро'лика,1,FALSE,gen,sg,кр,кр,4,0
кролик,1775,rabbit,кро'ликов,1,FALSE,gen,pl,кр,кр,1,0
крот,1030,mole,крото'м,2,FALSE,inst,sg,кр,кр,12,0
крот,1030,mole,крота'ми,2,FALSE,inst,pl,кр,кр,2,0
крот,1030,mole,крота',2,FALSE,gen,sg,кр,кр,0,0
крот,1030,mole,крото'в,2,FALSE,gen,pl,кр,кр,0,0
кружево,1572,lace,кру'жевом,1,FALSE,inst,sg,кр,кр,20,0
кружево,1572,lace,кружева'ми,3,FALSE,inst,pl,кр,кр,79,0
кружево,1572,lace,кру'жева,1,FALSE,gen,sg,кр,кр,1,0
кружево,1572,lace,кру'жев,1,FALSE,gen,pl,кр,кр,4,0
кружок,9382,circle,кружко'м,2,FALSE,inst,sg,кр,кр,43,0
кружок,9382,circle,кружка'ми,2,FALSE,inst,pl,кр,кр,51,0
кружок,9382,circle,кружка',2,FALSE,gen,sg,кр,кр,4,0
кружок,9382,circle,кружко'в,2,FALSE,gen,pl,кр,кр,0,0
